id,field,current_structured,value_in_research_notes,category,snippet
HD1889,birth,1848-?-?,1848-11-25,clean,"b. Nov 25, 1848 W"
HD1889,death,1917-?-?,1917-06-12,clean,"; d. Jun 12, 1917 H"
HD1890,birth,1850-?-?,1850-09-11,clean,"b. Sep 11, 1850 D"
HD1890,death,1916-?-?,1916-10-12,clean,"; d. Oct 12, 1916 R"
HD1893,birth,1798-?-?,1798-03-02,clean,"b. Mar 2, 1798 B"
HD1893,death,1876-?-?,1876-10-01,clean,"; d. Oct 1, 1876 B"
X00611,birth,1821-?-?,1821-03-22,clean,"b. Mar 22, 1821;"
X00611,death,1881-?-?,1881-04-21,clean,"; d. Apr 21, 1881 B"
HD1898,death,1891-?-?,1891-02-12,clean,"; d. Feb 12, 1891 a"
HD1899,death,1949-?-?,1949-03-11,clean,"; d. Mar 11, 1949 a"
HD1903,birth,1803-?-?,1803-02-28,clean,"b. Feb 28, 1803 S"
HD1903,death,1881-?-?,1881-12-21,clean,"; d. Dec 21, 1881 E"
HD1912,birth,1809-?-?,1809-08-16,clean,"b. Aug 16, 1809 T"
X00623,birth,1815-?-?,1815-01-20,clean,"b. Jan 20, 1815;"
X00623,death,1885-?-?,1885-12-15,clean,"; d. Dec 15, 1885."
HD1932,birth,1828-?-?,1828-08-07,clean,"b. Aug 7, 1828;"
HD1932,death,1898-?-?,1898-08-05,clean,"; d. Aug 5, 1898 M"
HD1933,birth,1831-?-?,1831-05-30,clean,"b. May 30, 1831;"
HD1933,death,1831-?-?,1831-11-16,clean,"; d. Nov 16, 1831 a"
X00625,death,1859-?-?,1859-06-17,clean,"; d. Jun 17, 1859 K"
X00628,birth,1820-?-?,1820-12-07,clean,"b. Dec 7, 1820 P"
X00628,death,1905-?-?,1905-05-11,clean,"; d. May 11, 1905 A"
X00629,death,1896-?-?,1896-06-17,clean,"; d. Jun 17, 1896 S"
HD6631,death,1903-?-?,1903-01-02,clean,"; d. Jan 2, 1903 B"
HD6632,birth,1822-?-?,1822-10-24,clean,"b. Oct 24, 1822 P"
HD6632,death,1890-?-?,1890-08-02,clean,"; d. Aug 2, 1890 P"
HD1938,birth,1825-?-?,1825-01-22,clean,"b. Jan 22, 1825 P"
HD1938,death,1913-?-?,1913-01-06,clean,"; d. Jan 6, 1913 N"
HD6633,birth,1834-?-?,1834-04-12,clean,"b. Apr 12, 1834 P"
X00631,death,1901-?-?,1901-08-20,clean,"; d. Aug 20, 1901 P"
X00632,death,1882-?-?,1882-10-05,clean,"; d. Oct 5, 1882 a"
X00633,birth,1844-?-?,1844-01-27,clean,"b. Jan 27, 1844 M"
X00633,death,1933-?-?,1933-06-27,clean,"; d. Jun 27, 1933 N"
HD1946,death,1924-?-?,1924-01-15,clean,"; d. Jan 15, 1924 M"
HD6635,death,1864-?-?,1864-03-11,clean,"; d. Mar 11, 1864 P"
HD1935,death,1908-?-?,1908-02-01,clean,"; d. Feb 1, 1908 W"
HD1960,birth,1884-?-?,1884-05-17,clean,"b. May 17, 1884 W"
X00634,death,1879-?-?,1879-05-08,clean,"; d. May 8, 1879 P"
HD1961,death,1912-?-?,1912-09-10,clean,"; d. Sep 10, 1912 P"
HD1964,birth,1865-?-?,1865-07-24,clean,"b. Jul 24, 1865 P"
HD1964,death,1942-?-?,1942-06-19,clean,"; d. Jun 19, 1942 P"
H00915,birth,1754-?-?,1754-12-10,clean,"b. Dec 10, 1754 N"
H00915,death,1783-?-?,1783-10-10,clean,"; d. Oct 10, 1783 a"
H00917,birth,1759-?-?,1759-01-29,clean,"b. Jan 29, 1759;"
H00918,birth,1766-?-?,1766-12-15,clean,"b. Dec 15, 1766 ("
H00919,birth,1761-?-?,1761-05-03,clean,"b. May 3, 1761 ("
H00919,death,1805-?-?,1805-03-07,clean,"; d. Mar 7, 1805 a"
H00920,birth,1764-?-?,1764-12-15,clean,"b. Dec 15, 1764 N"
H00920,death,1846-?-?,1846-06-12,clean,"; d. Jun 12, 1846 N"
H00921,birth,1763-?-?,1763-01-09,clean,"b. Jan 9, 1763;"
H00922,birth,1768-?-?,1768-08-07,clean,"b. Aug 7, 1768 N"
H00922,death,1847-?-?,1847-01-22,clean,"; d. Jan 22, 1847 N"
H00923,birth,1770-?-?,1770-01-31,clean,"b. Jan 31, 1770 N"
H00923,death,1831-?-?,1831-06-11,clean,"; d. Jun 11, 1831 a"
H00924,birth,1772-?-?,1772-01-29,clean,"b. Jan 29, 1772;"
H00924,death,1813-?-?,1813-12-08,clean,"; d. Dec 8, 1813 a"
H00925,birth,1774-?-?,1774-06-10,clean,"b. Jun 10, 1774 N"
H00925,death,1839-?-?,1839-11-29,clean,"; d. Nov 29, 1839 M"
H00926,birth,1776-?-?,1776-09-20,clean,"b. Sep 20, 1776 N"
HD1970,birth,1786-?-?,1786-05-18,clean,"b. May 18, 1786 G"
HD1970,death,1850-?-?,1850-11-30,clean,"; d. Nov 30, 1850 N"
X00638,death,1861-?-?,1861-12-03,clean,"; d. Dec 3, 1861 C"
HD1988,birth,1816-?-?,1816-04-05,clean,"b. Apr 5, 1816 N"
HD1988,death,1889-?-?,1889-09-18,clean,"; d. Sep 18, 1889 C"
HD1989,birth,1822-?-?,1822-07-18,clean,"b. Jul 18, 1822 C"
HD1989,death,1892-?-?,1892-06-29,clean,"; d. Jun 29, 1892 C"
HD1991,birth,1824-?-?,1824-11-27,clean,"b. Nov 27, 1824 C"
HD1981,birth,1814-?-?,1814-09-27,clean,"b. Sep 27, 1814 N"
HD1984,birth,1824-?-?,1824-08-06,clean,"b. Aug 6, 1824 N"
HD1993,birth,1856-?-?,1856-09-01,clean,"b. Sep 1, 1856 C"
HD1993,death,1937-?-?,1937-02-22,clean,"; d. Feb 22, 1937 C"
HD1994,birth,1853-?-?,1853-05-15,clean,"b. May 15, 1853 N"
HD1995,birth,1860-?-?,1860-12-12,clean,"b. Dec 12, 1860 C"
HD1995,death,1912-?-?,1912-07-12,clean,"; d. Jul 12, 1912 C"
HD1996,birth,1861-?-?,1861-02-18,clean,"b. Feb 18, 1861 C"
HD1996,death,1937-?-?,1937-12-31,clean,"; d. Dec 31, 1937 C"
HD2000,birth,1854-?-?,1854-04-10,clean,"b. Apr 10, 1854;"
HD2000,death,1859-?-?,1859-08-18,clean,"; d. Aug 18, 1859 a"
HD2003,birth,1861-?-?,1861-03-02,clean,"b. Mar 2, 1861 N"
X00644,birth,1827-?-?,1827-03-31,clean,"b. Mar 31, 1827 O"
X00644,death,1905-?-?,1905-02-11,clean,"; d. Feb 11, 1905 W"
HD2010,birth,1862-?-?,1862-04-17,clean,"b. Apr 17, 1862 B"
HD2010,death,1903-?-?,1903-01-25,clean,"; d. Jan 25, 1903 C"
HD2011,birth,1865-?-?,1865-03-12,clean,"b. Mar 12, 1865 W"
X00645,birth,1868-?-?,1868-05-18,clean,"b. May 18, 1868 S"
X00645,death,1961-?-?,1961-10-15,clean,"; d. Oct 15, 1961 K"
HD2012,birth,1899-?-?,1899-05-03,clean,"b. May 3, 1899 K"
HD2013,birth,1901-?-?,1901-07-08,clean,"b. Jul 8, 1901 M"
HD2013,death,1971-?-?,1971-01-09,clean,"; d. Jan 9, 1971 a"
X00646,birth,1891-?-?,1891-09-14,clean,"b. Sep 14, 1891 P"
X00646,death,1973-?-?,1973-03-20,clean,"; d. Mar 20, 1973 M"
HD2014,birth,1850-?-?,1850-02-21,clean,""" b. Feb 21, 1850);"
HD2014,death,1880-?-?,1880-11-19,clean,"; d. Nov 19, 1880 K"
X00647,birth,1846-?-?,1846-12-06,clean,"b. Dec 6, 1846 F"
X00647,death,1933-?-?,1933-08-04,clean,"; d. Aug 4, 1933 L"
X03402,birth,1823-?-?,1823-04-20,clean,"b. Apr 20, 1823;"
X03402,death,1864-?-?,1864-08-23,clean,"; d. Aug 23, 1864."
X03403,death,1896-?-?,1896-06-17,clean,"; d. Jun 17, 1896 S"
HD2017,birth,1879-?-?,1879-03-24,clean,"b. Mar 24, 1879 W"
HD2020,death,1876-?-?,1876-10-18,clean,"; d. Oct 18, 1876 P"
HD2021,birth,1877-?-?,1877-10-06,clean,"b. Oct 6, 1877 B"
HD2021,death,1914-?-?,1914-06-30,clean,"; d. Jun 30, 1914 a"
HD2022,death,1881-?-?,1881-06-13,clean,"; d. Jun 13, 1881."
HD2023,birth,1881-?-?,1881-11-30,clean,"b. Nov 30, 1881 P"
HD2023,death,1955-?-?,1955-05-22,clean,"; d. May 22, 1955 P"
HD2024,birth,1885-?-?,1885-02-26,clean,"b. Feb 26, 1885 P"
HD2025,birth,1887-?-?,1887-12-30,clean,"b. Dec 30, 1887 P"
HD2031,birth,1863-?-?,1863-03-23,clean,"b. Mar 23, 1863 P"
HD2031,death,1916-?-?,1916-07-07,clean,"; d. Jul 7, 1916 a"
HD2042,birth,1859-?-?,1859-04-02,clean,"b. Apr 2, 1859 N"
HD2042,death,1924-?-?,1924-06-04,clean,"; d. Jun 4, 1924 S"
X03407,death,1930-?-?,1930-02-16,clean,"; d. Feb 16, 1930 S"
HD2044,birth,1777-?-?,1777-08-23,clean,"b. Aug 23, 1777 N"
HD2044,death,1813-?-?,1813-02-22,clean,"; d. Feb 22, 1813 W"
HD2045,death,1847-?-?,1847-07-22,clean,"; d. Jul 22, 1847 N"
HD2047,birth,1808-?-?,1808-04-20,clean,"b. Apr 20, 1808 N"
HD2047,death,1855-?-?,1855-02-27,clean,"; d. Feb 27, 1855 N"
HD2048,birth,1810-?-?,1810-08-17,clean,"b. Aug 17, 1810 C"
HD2048,death,1857-?-?,1857-01-09,clean,"; d. Jan 9, 1857 M"
X03408,death,1896-?-?,1896-11-02,clean,"; d. Nov 2, 1896."
X00658,birth,1760-?-?,1760-11-02,clean,"b. Nov 2, 1760 S"
X00658,death,1825-?-?,1825-12-29,clean,"; d. Dec 29, 1825 S"
HD2049,birth,1787-?-?,1787-04-13,clean,"b. Apr 13, 1787 S"
HD2049,death,1866-?-?,1866-12-24,clean,"; d. Dec 24, 1866 Y"
HD2074,death,1880-?-?,1880-11-29,clean,"; d. Nov 29, 1880 S"
X00675,death,1846-?-?,1846-10-25,clean,"; d. Oct 25, 1846 a"
X00679,death,1902-?-?,1902-09-05,clean,"; d. Sep 5, 1902."
X00680,birth,1809-?-?,1809-12-29,clean,"b. Dec 29, 1809;"
X00680,death,1893-?-?,1893-05-23,clean,"; d. May 23, 1893."
X00681,death,1870-?-?,1870-05-17,clean,"; d. May 17, 1870 T"
X00690,death,1796-?-?,1796-08-13,clean,"; d. Aug 13, 1796 S"
X00694,birth,1812-?-?,1812-11-09,clean,"b. Nov 9, 1812 H"
X00694,death,1878-?-?,1878-02-25,clean,"; d. Feb 25, 1878 W"
X00697,death,1866-?-?,1866-03-07,clean,"; d. Mar 7, 1866 N"
HD2199,birth,1834-?-?,1834-07-22,clean,"b. Jul 22, 1834 L"
HD2199,death,1893-?-?,1893-11-03,clean,"; d. Nov 3, 1893 L"
HD2201,death,1867-?-?,1867-06-30,clean,"; d. Jun 30, 1867 a"
X00698,death,1819-?-?,1819-02-09,clean,"; d. Feb 9, 1819 a"
H00937,death,1845-?-?,1845-02-03,clean,"; d. Feb 3, 1845 A"
X00711,birth,1796-?-?,1796-09-20,clean,"b. Sep 20, 1796 N"
X00711,death,1850-?-?,1850-05-05,clean,"; d. May 5, 1850 S"
HD2241,birth,1822-10-?,1822-10-08,clean,"b. Oct 8, 1822 G"
HD2241,death,1908-3-?,1908-03-28,clean,"; d. Mar 28, 1908 B"
HD2242,birth,1824-11-?,1824-11-16,clean,"b. Nov 16, 1824 W"
HD2242,death,1904-8-?,1904-08-31,clean,"; d. Aug 31, 1904 N"
X00713,birth,1822-?-?,1822-07-02,clean,"b. Jul 2, 1822 W"
X00713,death,1890-?-?,1890-01-22,clean,"; d. Jan 22, 1890 W"
HD2247,birth,1862-1-?,1862-01-30,clean,"b. Jan 30, 1862 H"
HD2247,death,1947-3-?,1947-03-01,clean,"; d. Mar 1, 1947 T"
HD2248,birth,1866-11-?,1866-11-29,clean,"b. Nov 29, 1866 H"
HD2248,death,1953-9-?,1953-09-06,clean,"; d. Sep 6, 1953 W"
HD2249,birth,1896-7-?,1896-07-13,clean,"b. Jul 13, 1896 H"
HD2249,death,1985-2-?,1985-02-25,clean,"; d. Feb 25, 1985 P"
HD2250,birth,1899-7-?,1899-07-13,clean,"b. Jul 13, 1899 H"
HD2250,death,1994-5-?,1994-05-30,clean,"; d. May 30, 1994 N"
X00715,birth,1865-?-?,1865-11-05,clean,"b. Nov 5, 1865 C"
X00715,death,1948-?-?,1948-10-06,clean,"; d. Oct 6, 1948 W"
HD2251,birth,1893-3-?,1893-03-22,clean,"b. Mar 22, 1893 W"
HD2251,death,1990-11-?,1990-11-07,clean,"; d. Nov 7, 1990 W"
X00716,birth,1820-?-?,1820-03-16,clean,"b. Mar 16, 1820 W"
X00716,death,1880-?-?,1880-09-30,clean,"; d. Sep 30, 1880 W"
HD2252,birth,1849-12-?,1849-12-23,clean,"b. Dec 23, 1849 W"
HD2252,death,1942-3-?,1942-03-13,clean,"; d. Mar 13, 1942 W"
X00717,birth,1849-?-?,1849-10-17,clean,"b. Oct 17, 1849 O"
X00717,death,1914-?-?,1914-12-28,clean,"; d. Dec 28, 1914 W"
HD2255,birth,1875-8-?,1875-08-06,clean,"b. Aug 6, 1875 S"
HD2255,death,1927-10-?,1927-10-28,clean,"; d. Oct 28, 1927 W"
HD2258,birth,1886-10-?,1886-10-12,clean,"b. Oct 12, 1886;"
HD2259,birth,1891-9-?,1891-09-06,clean,"b. Sep 6, 1891 W"
HD2259,death,1931-2-?,1931-02-04,clean,"; d. Feb 4, 1931 W"
X00718,birth,1888-?-?,1888-12-07,clean,"b. Dec 7, 1888 B"
X00718,death,1958-?-?,1958-03-10,clean,"; d. Mar 10, 1958 W"
HD2263,birth,1821-2-?,1821-02-06,clean,"b. Feb 6, 1821 A"
HD2263,death,1873-12-?,1873-12-12,clean,"; d. Dec 12, 1873 P"
HD2264,birth,1823-9-?,1823-09-26,clean,"b. Sep 26, 1823 A"
HD2264,death,1870-6-?,1870-06-11,clean,"; d. Jun 11, 1870 P"
HD2265,birth,1829-6-?,1829-06-24,clean,"b. Jun 24, 1829;"
HD2265,death,1870-1-?,1870-01-23,clean,"; d. Jan 23, 1870 N"
HD2267,birth,1833-8-?,1833-08-05,clean,"b. Aug 5, 1833 L"
HD2267,death,1901-3-?,1901-03-05,clean,"; d. Mar 5, 1901 B"
HD2268,death,1897-5-?,1897-05-29,clean,"; d. May 29, 1897 M"
HD2269,birth,1853-2-?,1853-02-04,clean,"b. Feb 4, 1853 B"
HD2269,death,1914-8-?,1914-08-14,clean,"; d. Aug 14, 1914 K"
HD2270,birth,1863-3-?,1863-03-10,clean,"b. Mar 10, 1863 B"
HD2270,death,1903-1-?,1903-01-10,clean,"; d. Jan 10, 1903 M"
HD2272,birth,1895-7-?,1895-07-01,clean,"b. Jul 1, 1895 B"
X00722,birth,1755-?-?,1755-11-23,clean,"b. Nov 23, 1755 M"
X00722,death,1789-?-?,1789-03-30,clean,"; d. Mar 30, 1789 a"
HD2273,birth,1784-7-?,1784-07-28,clean,"b. Jul 28, 1784 M"
HD2273,death,1847-10-?,1847-10-25,clean,"; d. Oct 25, 1847 B"
HD2274,birth,1786-3-?,1786-03-13,clean,"b. Mar 13, 1786 M"
HD2274,death,1852-?-?,1852-01-28,clean,"; d. Jan 28, 1852 C"
HD2275,birth,1787-8-?,1787-08-18,clean,"b. Aug 18, 1787 M"
HD2276,birth,1789-4-?,1789-04-30,clean,"b. Apr 30, 1789 M"
HD2276,death,1846-9-?,1846-09-15,clean,"; d. Sep 15, 1846 W"
X00723,birth,1750-?-?,1750-05-21,clean,"b. May 21, 1750 C"
X00723,death,1832-?-?,1832-04-29,clean,"; d. Apr 29, 1832 B"
HD2278,birth,1793-11-?,1793-11-24,clean,"b. Nov 24, 1793 B"
HD2279,birth,1795-5-?,1795-05-07,clean,"b. May 7, 1795 B"
HD2279,death,1880-8-?,1880-08-02,clean,"; d. Aug 2, 1880 H"
HD2280,birth,1799-?-?,1799-01-07,clean,"b. Jan 7, 1799 B"
HD2280,death,1882-?-?,1882-11-30,clean,"; d. Nov 30, 1882 N"
HD2285,birth,1804-4-?,1804-04-14,clean,"b. Apr 14, 1804 N"
HD2285,death,1845-9-?,1845-09-05,clean,"; d. Sep 5, 1845 a"
HD2289,birth,1808-6-?,1808-06-05,clean,"b. Jun 5, 1808 N"
HD2289,death,1833-5-?,1833-05-29,clean,"; d. May 29, 1833 a"
HD2296,birth,1819-8-?,1819-08-13,clean,"b. Aug 13, 1819 S"
HD2296,death,1857-12-?,1857-12-07,clean,"; d. Dec 7, 1857 O"
HD2297,birth,1821-7-?,1821-07-03,clean,"b. Jul 3, 1821 S"
HD2298,birth,1823-3-?,1823-03-17,clean,"b. Mar 17, 1823 S"
HD2298,death,1853-11-?,1853-11-18,clean,"; d. Nov 18, 1853 S"
HD2299,birth,1825-9-?,1825-09-10,clean,"b. Sep 10, 1825;"
HD2299,death,1862-4-?,1862-04-29,clean,"; d. Apr 29, 1862 M"
HD2300,birth,1830-2-?,1830-02-14,clean,"b. Feb 14, 1830 B"
HD2301,birth,1831-12-?,1831-12-25,clean,"b. Dec 25, 1831 N"
HD2301,death,1896-3-?,1896-03-04,clean,"; d. Mar 4, 1896 W"
X00726,birth,1839-?-?,1839-11-11,clean,"b. Nov 11, 1839;"
X00726,death,1901-?-?,1901-01-02,clean,"; d. Jan 2, 1901 B"
HD2303,birth,1871-11-?,1871-11-06,clean,"b. Nov 6, 1871 N"
HD2303,death,1882-2-?,1882-02-15,clean,"; d. Feb 15, 1882 a"
X00727,birth,1820-?-?,1820-01-10,clean,"b. Jan 10, 1820."
X00730,birth,1768-?-?,1768-02-23,clean,"b. Feb 23, 1768 W"
HD2306,birth,1795-3-?,1795-03-17,clean,"b. Mar 17, 1795 S"
HD2306,death,1839-7-?,1839-07-13,clean,"; d. Jul 13, 1839 P"
X00731,birth,1802-?-?,1802-01-10,clean,"b. Jan 10, 1802 C"
X00731,death,1869-?-?,1869-07-30,clean,"; d. Jul 30, 1869."
HD2309,birth,1827-3-?,1827-03-30,clean,"b. Mar 30, 1827 C"
HD2309,death,1880-7-?,1880-07-09,clean,"; d. Jul 9, 1880 P"
X00732,birth,1829-?-?,1829-08-12,clean,"b. Aug 12, 1829 E"
HD2310,birth,1851-3-?,1851-03-28,clean,"b. Mar 28, 1851 E"
HD2311,birth,1853-2-?,1853-02-03,clean,"b. Feb 3, 1853 P"
HD2311,death,1934-8-?,1934-08-29,clean,"; d. Aug 29, 1934 D"
X00733,birth,1844-?-?,1844-09-27,clean,"b. Sep 27, 1844 L"
X00733,death,1913-?-?,1913-06-21,clean,"; d. Jun 21, 1913 P"
HD2312,death,1871-?-?,1871-05-05,clean,"; d. May 5, 1871 a"
HD2314,birth,1884-12-?,1884-12-28,clean,"b. Dec 28, 1884 P"
HD2314,death,1939-6-?,1939-06-29,clean,". d. Jun 29, 1939 H"
X00734,birth,1872-?-?,1872-12-12,clean,"b. Dec 12, 1872 C"
X00735,birth,1885-?-?,1885-12-05,clean,"b. Dec 5, 1885 M"
X00735,death,1964-?-?,1964-04-16,clean,". d. Apr 16, 1964 P"
HD2316,birth,1911-12-?,1911-12-08,clean,"b. Dec 8, 1911;"
HD2316,death,1975-?-?,1975-05-11,clean,"; d. May 11, 1975 a"
HD2317,birth,1914-2-?,1914-02-06,clean,"b. Feb 6, 1914;"
HD2317,death,1987-?-?,1987-10-19,clean,"; d. Oct 19, 1987 a"
HD2318,death,1966-?-?,1966-11-04,clean,"; d. Nov 4, 1966 M"
HD2320,birth,1923-12-?,1923-12-08,clean,"b. Dec 8, 1923 P"
HD2320,death,1983-4-?,1983-04-03,clean,"; d. Apr 3, 1983 C"
X00737,birth,1816-?-?,1816-08-19,clean,"b. Aug 19, 1816;"
X00737,death,1863-?-?,1863-08-18,clean,"; d. Aug 18, 1863 a"
HD2323,birth,1857-2-?,1857-02-02,clean,"b. Feb 2, 1857 J"
HD2323,death,1903-3-?,1903-03-26,clean,"; d. Mar 26, 1903 P"
X00738,birth,1864-?-?,1864-10-02,clean,"b. Oct 2, 1864 O"
X00738,death,1925-?-?,1925-11-27,clean,"; d. Nov 27, 1925 B"
HD2324,birth,1887-4-?,1887-04-11,clean,"b. Apr 11, 1887 N"
HD2324,death,1984-12-?,1984-12-16,clean,"; d. Dec 16, 1984 A"
HD2325,birth,1889-4-?,1889-04-01,clean,"b. Apr 1, 1889 O"
HD2325,death,1956-12-?,1956-12-23,clean,"; d. Dec 23, 1956 A"
HD2327,birth,1892-10-?,1892-10-29,clean,"b. Oct 29, 1892 W"
HD2327,death,1966-3-?,1966-03-24,clean,"; d. Mar 24, 1966 K"
X00740,birth,1791-?-?,1791-12-15,clean,"b. Dec 15, 1791 S"
X00740,death,1856-?-?,1856-08-03,clean,"; d. Aug 3, 1856 S"
HD2329,birth,1820-9-?,1820-09-15,clean,"b. Sep 15, 1820 B"
HD2329,death,1880-6-?,1880-06-29,clean,"; d. Jun 29, 1880 B"
HD2330,birth,1822-4-?,1822-04-04,clean,"b. Apr 4, 1822 L"
HD2330,death,1841-3-?,1841-03-30,clean,"; d. Mar 30, 1841 a"
HD2332,birth,1831-6-?,1831-06-27,clean,"b. Jun 27, 1831 L"
HD2333,birth,1833-3-?,1833-03-05,clean,"b. Mar 5, 1833 L"
HD2333,death,1897-2-?,1897-02-09,clean,"; d. Feb 9, 1897 P"
X00741,birth,1817-?-?,1817-04-07,clean,"b. Apr 7, 1817 B"
X00741,death,1894-?-?,1894-02-26,clean,"; d. Feb 26, 1894 B"
HD2334,birth,1852-12-?,1852-12-23,clean,"b. Dec 23, 1852 R"
HD2334,death,1914-11-?,1914-11-19,clean,"; d. Nov 19, 1914 M"
HD2335,birth,1859-8-?,1859-08-18,clean,"b. Aug 18, 1859 F"
HD2335,death,1890-11-?,1890-11-14,clean,"; d. Nov 14, 1890 a"
HD2336,birth,1856-8-?,1856-08-10,clean,"b. Aug 10, 1856 W"
HD2336,death,1910-5-?,1910-05-15,clean,"; d. May 15, 1910 D"
X00742,birth,1861-?-?,1861-10-04,clean,"b. Oct 4, 1861."
X00744,birth,1858-?-?,1858-10-27,clean,"b. Oct 27, 1858 N"
X00744,death,1919-?-?,1919-01-06,clean,"; d. Jan 6, 1919 O"
HD2340,birth,1869-5-?,1869-05-24,clean,"b. May 24, 1869 M"
HD2340,death,1936-2-?,1936-02-10,clean,"; d. Feb 10, 1936 a"
HD2341,birth,1896-3-?,1896-03-02,clean,"b. Mar 2, 1896 N"
HD2341,death,1991-?-?,1991-11-19,clean,"; d. Nov 19, 1991 S"
HD2342,birth,1897-3-?,1897-03-17,clean,"b. Mar 17, 1897 N"
HD2342,death,1989-?-?,1989-03-27,clean,"; d. Mar 27, 1989 P"
HD2343,birth,1915-7-?,1915-07-16,clean,"b. Jul 16, 1915 C"
HD2343,death,1967-11-?,1967-11-13,clean,"; d. Nov 13, 1967 C"
HD2344,birth,1918-4-?,1918-04-10,clean,"b. Apr 10, 1918 B"
HD2344,death,2007-6-?,2007-06-02,clean,"; d. Jun 2, 2007 R"
HD2345,death,1900-11-?,1900-11-30,clean,"; d. Nov 30, 1900 B"
HD2346,birth,1891-5-?,1891-05-23,clean,"b. May 23, 1891 M"
HD2346,death,1959-4-?,1959-04-18,clean,"; d. Apr 18, 1959 S"
X00751,birth,1809-?-?,1809-03-08,clean,"b. Mar 8, 1809 C"
X00751,death,1852-?-?,1852-04-20,clean,"; d. Apr 20, 1852 M"
HD2347,birth,1837-2-?,1837-02-19,clean,"b. Feb 19, 1837 D"
HD2348,birth,1838-10-?,1838-10-08,clean,"b. Oct 8, 1838 D"
HD2350,birth,1841-12-?,1841-12-29,clean,"b. Dec 29, 1841 M"
HD2350,death,1879-?-?,1879-09-11,clean,"; d. Sep 11, 1879 a"
HD2351,birth,1840-8-?,1840-08-06,clean,"b. Aug 6, 1840 I"
HD2351,death,1908-?-?,1908-12-12,clean,"; d. Dec 12, 1908 C"
HD2352,birth,1851-11-?,1851-11-10,clean,"b. Nov 10, 1851 I"
HD2353,birth,1875-5-?,1875-05-15,clean,"b. May 15, 1875;"
HD2353,death,1960-1-?,1960-01-31,clean,"; d. Jan 31, 1960 a"
X00754,birth,1874-?-?,1874-06-01,clean,"b. Jun 1, 1874 C"
X00754,death,1952-?-?,1952-01-27,clean,"; d. Jan 27, 1952 L"
HD2354,birth,1904-11-?,1904-11-19,clean,"b. Nov 19, 1904 B"
HD2354,death,1966-8-?,1966-08-01,clean,"; d. Aug 1, 1966 B"
HD2355,birth,1938-6-?,1938-06-13,clean,"b. Jun 13, 1938 B"
HD2355,death,2017-8-?,2017-08-06,clean,"; d. Aug 6, 2017 T"
HD2356,birth,1834-1-?,1834-01-23,clean,"b. Jan 23, 1834;"
HD2356,death,1853-7-?,1853-07-29,clean,"; d. Jul 29, 1853 a"
HD2357,birth,1828-7-?,1828-07-30,clean,"b. Jul 30, 1828 N"
X00757,birth,1784-?-?,1784-09-17,clean,"b. Sep 17, 1784;"
X00757,death,1852-?-?,1852-08-27,clean,"; d. Aug 27, 1852 C"
HD2358,birth,1837-6-?,1837-06-20,clean,"b. Jun 20, 1837 B"
HD2359,birth,1841-6-?,1841-06-21,clean,"b. Jun 21, 1841 C"
HD2359,death,1842-8-?,1842-08-22,clean,"; d. Aug 22, 1842."
HD2360,birth,1890-12-?,1890-12-15,clean,"b. Dec 15, 1890 J"
X00759,birth,1891-?-?,1891-04-08,clean,"b. Apr 8, 1891 B"
X00759,death,1968-?-?,1968-05-18,clean,"; d. May 18, 1968 a"
X00760,birth,1920-?-?,1920-02-29,clean,"b. Feb 29, 1920 P"
X00760,death,2006-?-?,2006-06-16,clean,"; d. Jun 16, 2006 O"
X00761,birth,1916-?-?,1916-06-05,clean,"b. Jun 5, 1916 F"
X00761,death,1993-?-?,1993-10-01,clean,"; d. Oct 1, 1993 a"
X00762,birth,1918-?-?,1918-10-27,clean,"b. Oct 27, 1918;"
HD2361,birth,1938-10-?,1938-10-27,clean,"b. Oct 27, 1938 B"
HD2361,death,2010-8-?,2010-08-08,clean,"; d. Aug 8, 2010 a"
HD2363,birth,1887-6-?,1887-06-04,clean,"b. Jun 4, 1887 M"
HD2363,death,1973-3-?,1973-03-05,clean,"; d. Mar 5, 1973 B"
HD2364,birth,1892-7-?,1892-07-07,clean,"b. Jul 7, 1892 B"
X00765,birth,1829-?-?,1829-05-30,clean,"b. May 30, 1829 H"
X00765,death,1879-?-?,1879-02-20,clean,"; d. Feb 20, 1879 a"
HD2365,birth,1858-5-?,1858-05-12,clean,"b. May 12, 1858 G"
HD2365,death,1931-8-?,1931-08-10,clean,"; d. Aug 10, 1931 a"
HD2366,birth,1859-11-?,1859-11-20,clean,"b. Nov 20, 1859 G"
HD2367,birth,1861-7-?,1861-07-22,clean,"b. Jul 22, 1861 G"
HD2367,death,1862-3-?,1862-03-12,clean,"; d. Mar 12, 1862."
X00766,birth,1843-?-?,1843-09-21,clean,"b. Sep 21, 1843;"
X00766,death,1931-?-?,1931-02-21,clean,"; d. Feb 21, 1931 a"
HD2368,birth,1884-7-?,1884-07-11,clean,"b. Jul 11, 1884 H"
HD2368,death,1911-2-?,1911-02-19,clean,"; d. Feb 19, 1911 a"
HD2369,birth,1834-12-?,1834-12-01,clean,"b. Dec 1, 1834."
HD2371,birth,1841-12-?,1841-12-18,clean,"b. Dec 18, 1841."
X00769,birth,1841-?-?,1841-11-22,clean,"b. Nov 22, 1841 R"
X00770,birth,1837-?-?,1837-03-18,clean,"b. Mar 18, 1837 C"
X00770,death,1908-?-?,1908-06-24,clean,"; d. Jun 24, 1908 P"
